OBJECTID,Precinct,VoteByMail,BallotGroup,SerialNumber,VBMVoters,PollVoters,Shape__Area,Shape__Length
37362,9007785A,0,379,1804,1619,596,35240873.4023438,31277.4648367412
37363,9006220A,0,379,1745,2092,942,98802370.0166016,42840.1787667761
37364,9006248A,0,379,1748,2484,920,28166452.0751953,24376.9152580838
37365,9000735A,0,379,1272,2857,761,29811657.2617188,26093.3172948085
37366,9006232A,0,379,1746,1989,771,114610192.374023,51062.3750354209
37367,9006242A,0,379,1747,1842,786,23435868.1201172,29661.140479643
37368,9002615A,1,379,7724,1956,423,36381002.7421875,26111.8194076247
37369,9001805A,0,379,1473,1917,772,14206852.8222656,16710.7706167705
37370,9000350A,0,379,1186,2948,917,33062782.0419922,30365.9532221908
37371,1900033A,1,64,6436,32,18,666259.579101563,4759.71866187209
37372,1900032A,1,64,6435,18,3,143928.47265625,1751.3654429934
37373,6530046B,1,143,7365,182,113,2318936.91113281,6765.64723562548
37374,3230001A,1,662,6700,6,0,383946.944335938,3462.30775989975
37375,9000810A,1,775,7605,0,0,960604.118164063,6784.52763778745
37376,7700011A,0,92,1039,1736,796,14362864.3466797,17317.9575823702
37377,7700157A,1,92,7522,566,195,3536971.74511719,7973.22495428982
37378,7700016A,1,92,7497,558,240,5291838.02636719,9308.41953030786
37379,2040004A,1,608,6458,1139,429,7395116.41015625,16506.3768327395
37380,0150009A,0,608,10,1461,527,7169698.23925781,12633.2854361012
37381,0150012A,0,608,12,2210,778,8132698.56347656,12495.4317326127
37382,7050009A,1,608,7438,14,8,1712104.1484375,6509.41681044181
37383,5750050B,1,608,7220,65,14,1744584.49121094,7325.87004852974
37384,0150071A,0,608,22,1231,520,8933580.92773438,12857.2988958749
37385,0150065A,1,608,6061,1015,427,6328611.37109375,14394.305834654
37386,0150070A,1,608,6062,581,222,4147057.18359375,9403.77493574654
37387,7050018A,1,608,7440,0,0,2969.51171875,505.274727917305
37388,0150067A,0,608,21,2047,870,16243903.1318359,23281.5448018166
37389,2040008A,0,608,282,1996,702,12061142.7001953,38523.4920732925
37390,7050007A,1,608,7437,146,44,1504050.75195313,6616.80967313314
37391,0150025A,0,608,15,2387,803,14703531.5625,18313.4673386204
37392,0150060A,0,608,20,1594,623,9016578.92285156,12519.7478796017
37393,5250147A,0,155,792,1607,620,23148478.9677734,21948.813944433
37394,5250143A,0,155,791,1932,818,19002968.6953125,24401.0331497371
37395,6700006A,0,788,949,1908,907,9584634.42285156,14769.4606756834
37396,6700065B,1,788,7400,33,17,316643.129882813,2907.13520825102
37397,6700009A,0,788,950,1032,548,5792904.44921875,12225.8961203384
37398,6700068A,0,788,956,1401,669,7690655.26367188,13202.2991254829
37399,9000006A,0,272,1087,2341,767,13305616.1015625,19166.2652762579
37400,9001608A,0,272,1433,2369,975,18175269.3886719,19082.119657736
37401,9003024A,0,272,1658,1657,547,15257127.7011719,16707.5704839108
37402,6230005A,1,716,7318,824,175,46354986.5380859,41465.3555365977
37403,5250044A,1,151,7132,51,25,1215775.64941406,5190.24145186644
37404,5250353A,1,172,7150,0,0,26809680.5771484,25304.106745739
37405,1600014C,1,470,6318,0,0,1319954.3359375,5230.52773173731
37406,3850075A,0,951,539,2475,909,16295382.3994141,16992.2232904298
37407,3850044D,1,951,6835,870,269,5527535.26171875,9573.9949013445
37408,9002700A,1,838,7727,655,369,6267783.86328125,19525.7468988863
37409,9001627A,1,838,7665,620,418,3419946.37988281,11158.5987000245
37410,9002583A,0,838,1621,843,591,4776035.25097656,13733.5003345716
37411,1000017A,1,192,6182,0,0,4799930.68652344,11470.2764580203
37412,3000003A,1,91,6672,470,323,22881058.15625,22870.7229977801
37413,0650001A,1,301,6137,0,0,1025029.35546875,6903.65416384055
37414,0650002B,1,301,6138,0,0,309793.791015625,5467.89107073425
37415,7450012F,1,301,7478,0,0,949256.58203125,4261.90047537939
37416,7450011A,1,301,7476,56,10,138115044.797852,75580.7832418265
37417,7450012D,1,301,7477,48,8,4550656.00488281,14177.0211490898
37418,1850048A,1,731,6409,43,20,973797.98828125,6900.53501229273
37419,1100087A,1,756,6249,0,0,84693.556640625,4108.18622464561
37420,3450065A,1,960,6745,0,0,112082.995117188,4323.0848770713
37421,5600071A,1,177,7195,0,0,10530127.5439453,18934.640025754
37422,3200002A,1,744,6693,0,0,77952.4990234375,1443.33548666184
37423,7800170A,1,696,7553,234,94,2518480.77246094,8611.07078644054
37424,7800070B,1,696,7544,0,0,81192.978515625,1538.30959310503
37425,9000606A,1,620,7594,647,224,3729888.10742188,10359.6169843752
37426,0070007A,1,212,6036,819,250,239206975.750977,80381.3891421362
37427,7100007A,1,212,7444,209,42,4576575.91992188,9836.7883240222
37428,0070004E,1,212,6034,225,79,199685475.427734,79553.881507686
37429,0070006N,1,212,6035,70,15,55481652.2226563,38426.8914255557
37430,0070004C,1,212,6033,58,32,3378696.52148438,13510.8682702641
37431,7100004C,1,212,7443,0,0,2120076.65917969,5839.62677548932
37432,4060002A,1,212,6885,15,12,55244027.5253906,31601.6977900566
37433,9003155A,1,270,7752,1,4,98102.9755859375,1521.86700529335
37434,1550020C,1,818,6313,0,0,21011.501953125,609.959108620758
37435,3750002F,1,508,6806,0,0,323891149.277344,88855.8094779786
37436,3750014A,1,508,6813,94,24,370285105.901367,89788.0999302432
37437,3750002D,1,508,6805,3,2,112478077.524414,55737.4496782706
37438,0600052G,1,80,6135,0,0,4002591.79589844,8660.22192383755
37439,3670004A,0,849,517,1428,702,6150233.10449219,13326.4376458976
37440,3670005C,1,849,6791,91,53,369080.938476563,2916.02537191957
37441,3670002A,0,849,516,1963,866,12749210.0449219,17996.5330096757
37442,3670005A,0,849,518,1183,567,5032866.34277344,12308.5469028419
37443,0180002A,1,849,6063,888,347,3304482.59375,8005.24444734548
37444,3670030C,1,849,6793,74,39,345093.251953125,3293.05504458946
37445,3670007A,0,849,519,1163,586,5903145.83984375,13469.3311741123
37446,3330017B,1,634,6711,0,0,49861.5322265625,892.795432513442
37447,3330015D,1,634,6710,144,66,1920899.44238281,5963.89945359186
37448,3330015B,1,634,6708,379,173,2075409.93359375,5911.61905456356
37449,3330015C,1,634,6709,19,8,87287.9814453125,1181.97404617999
37450,3330040B,1,634,6716,0,1,63967.5517578125,1017.36582943288
37451,3330022A,1,634,6712,446,213,4681642.99121094,9611.2540029753
37452,6220144D,1,416,7294,0,0,7069319.86621094,10647.3280309763
37453,9002948A,0,12,1647,1242,531,13928406.6484375,15825.3194984848
37454,9000197B,0,12,1139,2452,964,59007351.6601563,31759.7668297265
37455,9000149A,0,12,1126,2346,900,17131901.6708984,19236.1851298604
37456,9000151A,0,12,1127,2576,951,13149734.0917969,15176.4345462347
37457,9000065A,0,12,1103,1756,670,13841460.4306641,16021.1238629339
37458,9000727A,0,12,1270,2267,920,18934960.7744141,21109.0011903532
37459,9005188A,0,12,1708,2105,860,15865257.2226563,21115.3842205776
37460,9000578A,0,12,1239,2030,905,10498076.3417969,13248.0244079442
37461,9000629A,0,12,1253,1647,544,7018567.54980469,10582.6054145379
37462,9000160A,0,12,1131,1806,663,13944465.3095703,15852.3312763069
37463,9000424A,0,12,1208,1600,639,12242503.6855469,14588.3656232951
37464,9000132A,0,12,1123,2401,816,11602687.6308594,14908.8978556725
37465,9000153A,0,12,1128,2602,952,14617063.3994141,16341.5447262599
37466,9000155B,0,12,1130,2577,928,13995706.7988281,15867.9507256907
37467,9001758A,0,12,1461,1280,529,9723974.109375,13263.3598104482
37468,9000063A,0,12,1101,2317,890,12954373.0693359,15790.7087312942
37469,9000668B,0,12,1262,2496,886,13221396.390625,15198.8222626835
37470,9000058A,0,12,1099,2123,836,13977440.0439453,15900.4808906111
37471,9000419A,0,12,1206,2235,794,12029611.5253906,14395.3603595369
37472,9000193A,0,12,1138,1647,669,8506704.61621094,15868.3394839719
37473,6220045A,1,415,7265,0,0,20076859.0283203,20181.6204804589
37474,1770006A,1,352,6345,0,1,147065850.772461,75411.2845455768
37475,1770007A,1,352,6346,148,45,5462476,9452.61548800258
37476,5000128A,1,352,7041,997,304,11621319.9052734,14998.5947936624
37477,5000097A,1,352,7034,991,338,32296972.2109375,31700.8456408676
37478,1770070A,1,352,6376,12,2,107240.99609375,1793.29968233747
37479,5000007A,0,352,695,1877,692,40262252.0136719,35387.5336394826
37480,7100034A,1,218,7447,229,65,1653600.90820313,7106.59706780683
37481,4060003A,1,218,6886,168,63,15486813.0859375,23269.8067799522
37482,4060006A,1,218,6890,0,0,1033085.99707031,4927.82110561742
37483,4060011A,1,218,6891,0,0,8002842.08105469,13271.6941707134
37484,4060012L,1,218,6893,0,0,67066375.1337891,33735.5902870785
37485,7100033A,1,218,7446,859,256,232817634.755859,75672.2605143147
37486,4060003H,1,218,6887,2,1,2212080.35742188,9566.89934599739
37487,5500009A,1,166,7165,0,0,223984.037109375,2586.39029682463
37488,2350028A,1,165,6524,154,56,600918.048828125,3845.2675235063
37489,2350029A,1,165,6525,100,37,821950.911132813,4035.03343839823
37490,3850226B,1,918,6850,10,2,274387.434570313,2094.52955025682
37491,6220204C,1,384,7310,0,0,329562.112304688,7071.74236804729
37492,6220204A,1,384,7309,0,0,836125.86328125,17803.3613722424
37493,5200020A,1,503,7103,54,18,1127556084.91406,225073.98853456
37494,7700148A,0,93,1050,1168,505,10678077.4960938,15562.1461247749
37495,7700017A,0,93,1040,1768,770,14805487.7011719,17880.1164554871
37496,7700043A,1,93,7504,255,108,2174224.47460938,6469.27314407105
37497,7700052A,0,93,1045,2091,772,17318583.0830078,22342.3630960166
37498,7700151B,1,93,7520,820,386,6710262.45019531,16664.5915322224
37499,6300006A,1,433,7338,266,83,57096558.6552734,46298.5324181663
37500,6300011B,1,433,7344,0,0,7612401.85839844,12983.2934753397
37501,6300099B,1,433,7349,26,9,15295804.7001953,18631.2414187594
37502,0750007A,1,722,6150,692,340,4082938.75488281,8621.98348868088
37503,0750022A,0,722,81,2144,824,12318626.0214844,16509.8320217673
37504,0750021A,0,722,80,2021,822,13980820.8642578,21969.584571563
37505,0750010A,0,722,78,1362,545,7488707.96484375,13405.5573370684
37506,0750055A,1,722,6154,562,267,2673520.62011719,6582.7687344458
37507,4500034A,0,566,670,1570,608,8559144.51953125,14639.0529208813
37508,4500016A,0,566,665,1276,547,12183135.8222656,19080.0298022431
37509,4500017A,0,566,666,1273,534,11518196.0722656,14248.0353319902
37510,4500009A,0,566,664,2461,750,25270768.9433594,26569.8532813864
37511,1450305B,1,883,6300,253,152,1173398.20703125,4784.52481261783
37512,4450001B,1,649,6917,17,10,217723.420898438,2647.68774707424
37513,4450049A,1,649,6925,11,4,92348.6123046875,2247.97375307632
37514,9003341A,1,220,7783,0,0,15690.5537109375,676.667306621161
37515,6220073K,1,406,7276,0,0,493154.546875,3092.08460864839
37516,6220074A,1,406,7277,1226,403,9775037.04882813,21438.1740549826
37517,6220208A,1,406,7312,1112,436,8460130.81738281,15019.2767011347
37518,9003413A,1,466,7789,1,1,7141.5009765625,419.325462631058
37519,9001480A,0,466,1406,1277,505,3358002.89746094,8594.471289653
37520,9003676A,1,466,7803,0,0,3016.5087890625,269.150652972886
37521,9001111A,0,466,1346,2121,695,6147944.99804688,12443.5523852354
37522,9005504A,0,466,1718,2510,712,9432886.17871094,13828.6792756363
37523,9001245A,1,466,7634,297,67,403680.90625,6527.80992698796
37524,9001471A,0,466,1401,2513,913,13744050.3349609,17731.0302076724
37525,9003414A,1,466,7790,0,0,1366.0048828125,177.656305336079
37526,9001472A,0,466,1402,2413,792,18811771.6103516,27151.0613482622
37527,9001175A,0,466,1354,2187,897,7959343.79589844,11547.6838902838
37528,9002900A,1,466,7746,1303,245,11593151.8974609,15620.0095185925
37529,9001461A,0,466,1398,2109,887,8124901.3828125,14315.3753678024
37530,9001444A,0,466,1393,1700,624,3482981.78515625,7995.28384168185
37531,9001377A,0,466,1381,2257,673,4251886.65917969,10564.8149796031
37532,9002373A,0,466,1583,3101,873,5517354.1171875,11332.5352978833
37533,7300001A,1,749,7459,3,0,14214805.2832031,19238.7649841883
37534,2100034B,1,137,6483,0,0,163758.4375,2127.08116655888
37535,1300063A,1,519,6277,1056,359,11115475.4443359,17938.6480262956
37536,1300009A,1,519,6266,1458,484,12498047.5947266,19148.1412487722
37537,2600058A,0,768,371,1352,610,10556089.8330078,16663.2929878124
37538,2600001A,1,768,6547,977,391,11387767.375,15805.2183854624
37539,1250005A,1,768,6254,82,21,895892.502929688,5104.49996185413
37540,2600007A,1,768,6552,408,168,3498526.50488281,7949.29550539457
37541,9000605A,0,296,1247,2761,975,6195856.56542969,12011.2860987482
37542,9000550B,1,296,7592,250,85,1896848.40722656,6512.64151392568
37543,9001820D,1,296,7675,174,56,860987.427734375,4189.86029249125
37544,9001419A,0,296,1387,2146,862,7300731.18066406,12481.2020531566
37545,9001078A,0,296,1336,1588,594,6207835.9453125,10506.4603895704
37546,9001023A,0,296,1327,2129,903,8812374.39941406,14750.4199809465
37547,9003803A,1,802,7805,101,32,277367.827148438,2725.04330001911
37548,1940016A,1,74,6442,820,385,5382926.35449219,10850.5148781656
37549,0350022A,0,580,35,2484,785,8291644.93457031,12710.8677606874
37550,0350027A,1,580,6086,1392,419,6217544.62109375,11035.5124247791
37551,5250059D,1,148,7137,102,48,1069170.68652344,7258.22840197089
37552,5250060F,1,148,7138,67,49,643068.348632813,4615.60286595656
37553,6220036A,1,397,7264,1028,294,35709977.3027344,28970.631829844
37554,4200013A,0,814,643,1454,817,7091538.62109375,12680.4832312547
37555,4200001A,0,814,641,1311,768,6458046.40136719,11215.9744512784
37556,4200014A,0,814,644,1174,613,6313350.14941406,15508.6158965035
37557,4200015A,0,814,645,1365,755,6827862.4453125,13864.6957282703
37558,4200011A,0,814,642,1415,798,6139018.69433594,12561.309402317
37559,9000064A,0,29,1102,1380,592,14266195.7851563,16131.6222776163
37560,9000073A,0,29,1105,1996,920,18976951.6650391,17768.5517857195
37561,9003359A,1,29,7786,0,0,1063944.38769531,4205.09047433035
37562,9003208A,1,29,7759,374,150,2637606.578125,6669.83245993924
37563,9006403C,1,29,7853,1197,455,12511213.0361328,15386.220090179
37564,9000082A,0,29,1107,1726,721,19397370.9638672,18161.9732249573
37565,9000072A,1,29,7573,1023,413,7611756.49316406,11051.1700209321
37566,9002385A,0,29,1584,2078,744,14119671.4716797,15995.9904089143
37567,9006405A,0,29,1767,1882,634,14362592.2734375,16200.4866842577
37568,1430005A,1,804,6281,0,0,129257.92578125,2244.47913861926
37569,3750046H,1,506,6817,0,0,2915991.62695313,7862.39127089066
37570,0350101A,1,583,6096,10,4,8837803.79785156,21325.5235694621
37571,9003506A,1,800,7798,0,0,8500743.86523438,16513.8901753048
37572,1430002A,1,806,6278,491,315,4340023.74316406,8964.59410045353
37573,1430002B,1,806,6279,0,0,4072044.51464844,9546.81807960173
37574,9002247A,0,449,1558,1743,603,9843602.42480469,15677.3761578749
37575,9000237A,0,449,1148,2077,581,5060494.56347656,13535.199393135
37576,9007228B,0,449,1791,2544,837,8856160.26269531,12335.5041924662
37577,9003958G,1,449,7817,131,30,798128.885742188,3868.96024652909
37578,2100008B,0,110,287,1466,615,13349088.6669922,16190.0061614273
37579,2100110A,0,110,295,1714,729,24538310.5595703,28109.3218503776
37580,7410030A,0,629,1005,1690,795,10728435.5078125,16566.510115777
37581,7410017A,0,629,999,1204,669,8652304.35546875,12274.6147395133
37582,6820011C,1,427,7411,0,0,671127.8828125,4316.99056711684
37583,6820011D,1,427,7412,0,0,396011.076171875,2705.51801903315
37584,6300004A,1,436,7337,9,4,40856642.1367188,42651.4687081872
37585,1550005C,1,824,6312,4,2,1966586.52539063,7537.29343277944
37586,5150002K,1,522,7052,0,0,13401916.2363281,15503.8941309181
37587,5150002N,1,522,7053,0,0,12806704.6269531,28177.8022805378
37588,2100118D,1,135,6502,1,0,53271.5166015625,1136.09006095377
37589,5000063A,1,310,7022,108,30,10738955.3115234,16076.5431492093
37590,9002363A,1,467,7706,1080,380,5675981.97265625,10689.5014376509
37591,9002362F,1,467,7705,94,32,867944.629882813,4478.86266603897
37592,9001492A,0,467,1409,1697,758,5554294.99023438,10387.6211437276
37593,9001497A,0,467,1410,1548,613,6485302.88574219,11377.4944194142
37594,1960005A,0,887,264,929,510,6067057.72558594,10397.7626753157
37595,1960010A,0,887,265,1117,617,5493144.33496094,11568.7349893906
37596,1960009A,1,887,6446,70,47,590599,3362.54034426095
37597,1960001A,1,887,6445,280,191,1807062.59667969,8142.61957581287
37598,1960032A,1,887,6449,67,41,247431,2326.5466143977
37599,1960032B,0,887,266,1525,845,8419359.92285156,20560.6197370773
37600,1850046A,0,707,249,1878,896,14085619.140625,23649.7613641833
37601,0200040A,0,547,29,1991,763,12209512.2373047,16188.4432228045
37602,0050035A,1,547,6020,0,0,7459983.546875,18339.3788240601
37603,0200028A,1,547,6067,1212,420,204418783.219727,88340.566125055
37604,0200007B,1,547,6065,153,33,1710758.44335938,7316.3729574349
37605,0200030A,0,547,28,2805,960,40101738.0576172,32777.180576381
37606,0200027A,1,547,6066,0,0,34017358.3691406,31609.8721912329
37607,0200016A,0,547,25,1936,777,15712579.6005859,19503.7302672935
37608,3500001K,1,547,6754,0,0,268038429.161133,75065.3840865541
37609,3080001A,1,547,6681,756,225,40157031.2763672,53688.5478625342
37610,0050010B,1,547,6009,0,0,1625139.94921875,14390.2444774713
37611,3500005A,1,547,6756,0,0,348892884.683594,101999.213603941
37612,3850082A,1,830,6840,1,0,8414023.56054688,18462.4763304197
37613,3850265A,1,830,6855,0,0,168410.090820313,1805.02689170923
37614,5250024A,1,162,7129,377,199,2835756.10839844,7588.28320957813
37615,3300030B,1,698,6705,9,6,21221372.9775391,21328.9884867114
37616,5000001C,1,372,6993,0,0,173358.790039063,3740.57225471228
37617,4800020A,0,712,678,1772,880,10496792.3925781,14835.7880875873
37618,4800088A,0,712,694,1768,909,10762837.9716797,16630.3806076676
37619,4800010A,0,712,675,1792,865,9673625.40332031,17593.1221684738
37620,4800004F,1,712,6981,146,66,3846958.76269531,10293.1641936845
37621,4800036A,0,712,684,2039,918,13347191.1425781,16081.2650702853
37622,6220045B,1,414,7266,0,0,9893720.18164063,17051.9494598744
37623,5000005F,1,378,6997,0,0,1824626.08789063,21902.6588649727
37624,4700005A,1,431,6963,63,22,101479511.808594,50317.0651750849
37625,1900005B,1,86,6423,1,0,78768.0546875,1131.06348816669
37626,1600009A,1,472,6317,2,0,543251.051757813,4123.19965107109
37627,5000039A,1,358,7008,231,71,7486445.1171875,13916.4209128035
37628,5000076A,0,358,710,1847,673,16287038.9912109,18394.8004847826
37629,5000093A,0,358,713,2079,658,14222483.2138672,16079.1646560926
37630,5000058A,0,358,705,1770,610,14235368.7197266,16128.082232766
37631,5000122A,0,358,717,2416,828,58771484.0068359,32342.2353751735
37632,5000115A,0,358,715,1648,517,83488051.3916016,48170.9705566932
37633,6220137B,0,409,879,3693,850,40864147.2099609,35777.4349152203
37634,6220078B,1,409,7278,1673,445,17286938.5966797,19872.3065738406
37635,2950088A,0,858,431,2098,870,9029545.78125,14156.2534799987
37636,2950090A,1,858,6661,140,80,1227962.01074219,4474.70198036902
37637,2950082A,1,858,6660,786,368,3534116.6875,7756.56662762586
37638,2950027A,1,858,6649,618,286,2367688.85644531,6242.01026146314
37639,2950084A,0,858,430,1732,722,8748643.07226563,12928.2403012123
37640,7700169A,1,99,7527,403,115,11949561.0107422,19488.8970419517
37641,3450046A,0,908,476,1921,741,10593691.2919922,15778.7180643214
37642,3450040A,0,908,475,1267,554,6763078.69921875,13353.4367527911
37643,3450048A,0,908,477,1665,742,28175807.8837891,31249.5426501943
37644,3450038A,0,908,474,2566,972,13957463.9082031,15943.130217302
37645,3450071A,1,908,6748,16,5,130844.455078125,1881.39820970257
37646,3450020A,1,908,6741,955,395,13810343.4208984,16175.0564442931
37647,3450037A,1,908,6744,957,461,6287464.22167969,10365.8665075788
37648,5100028A,1,907,7048,0,0,3683881.49023438,10203.7563319781
37649,5150002A,1,525,7051,76,29,17994089.8564453,30362.3684416964
37650,5150002U,1,525,7054,113,48,801494.5546875,3689.97741534781
37651,5150051A,1,525,7066,0,0,471361.489257813,3615.33370591434
37652,5150055A,1,525,7068,224,110,11560507.90625,21145.7625458681
37653,6850042A,1,3,7434,0,0,218333.1328125,2108.02036445487
37654,5000136A,1,366,7042,6,3,57230502.0410156,32136.0919521864
37655,1750054G,1,312,6340,1,0,56455483.0322266,45024.9426774219
37656,3850687A,0,925,608,1245,558,5530176.80761719,9475.48472581659
37657,1030088A,1,947,6204,0,0,58425.3583984375,3904.26081222076
37658,0050027A,1,23,6014,0,0,513509.225585938,4579.88857228315
37659,6850010C,1,23,7420,0,0,263131860.137695,109540.196772716
37660,0050031C,1,23,6018,0,0,5738988.08496094,29522.9626995217
37661,0050036A,1,23,6021,0,0,45540.5302734375,1085.96837467241
37662,9004197A,1,801,7821,18,7,93432.9951171875,1460.87069380149
37663,9003859A,1,801,7808,11,4,17986.146484375,1163.01998160938
37664,9006368A,0,801,1763,1389,547,9008198.71679688,14582.7119628818
37665,9003327A,1,801,7781,19,6,106868.936523438,1487.12805189862
37666,9002332A,0,801,1576,1440,545,10064012.7714844,13896.7037839926
37667,9006376A,0,801,1764,1416,563,6093173.68164063,11024.676710469
37668,3450009B,0,812,469,1330,545,9429174.32226563,13842.8358162911
37669,3450010A,0,812,470,2176,812,15217530.6923828,17834.3094085228
37670,4800076A,1,699,6989,749,342,7599837.26269531,11054.6431078024
37671,4800056D,1,699,6986,120,55,887477.672851563,4000.47635343716
37672,7700058A,1,100,7510,39,12,5248620.29980469,14044.7724044142
37673,7700067A,1,100,7512,122,40,419246.032226563,2611.92967157767
37674,7700036B,0,100,1044,1268,551,9426711.55371094,16067.377089676
37675,7700015A,1,100,7496,1036,442,8710767.49804688,13456.5808389269
37676,7700060A,1,100,7511,33,18,747908.514648438,3666.3778068915
37677,7700161A,1,100,7524,163,71,1762801.11816406,5327.2772599062
37678,1770009A,1,321,6350,0,0,1443618.20117188,4927.74809693684
37679,1770009B,1,321,6351,54,16,11955817.6552734,16550.1883504899
37680,9006002A,1,238,7841,1,0,320243.380859375,3638.48194034356
37681,9001219F,1,207,7631,0,0,18731.4716796875,791.115621075016
37682,9001219C,1,207,7630,46,12,458235.04296875,3192.5976963888
37683,6100043E,1,597,7249,0,0,688970.934570313,5837.79094486972
37684,2950037C,0,862,421,1797,941,7761273.41894531,13429.4231608856
37685,2950064A,0,862,425,1856,987,10497873.3203125,13841.5851293024
37686,2950028A,0,862,419,1602,934,8780993.98046875,12165.7067972443
37687,2950024A,1,862,6645,786,427,4645611.70898438,11239.4302306555
37688,2950038B,0,862,422,1545,632,21323303.5136719,20849.9570024052
37689,2700103A,0,843,398,1317,511,7284443.06738281,14196.9270677472
37690,2700025C,0,843,388,2050,838,9325166.41210938,15486.5013868176
37691,2700101A,1,843,6604,215,68,1739617.96191406,5279.04637704095
37692,2700033G,1,842,6596,1,1,318510.44921875,4347.10764484422
37693,9000020A,1,870,7568,0,0,347184.952148438,2390.04091210952
37694,9001390B,1,870,7646,0,0,1733486.86816406,6715.51300717876
37695,3850084B,1,952,6842,39,16,553249.8046875,10320.3117013487
37696,3850558A,0,952,597,2221,885,17898452.6552734,19925.4301869238
37697,9002876A,1,271,7743,276,143,1274715.87988281,5663.63429314105
37698,9000933A,1,271,7614,858,300,2462387.79785156,7007.22723337916
37699,1430002F,1,808,6280,1,0,13713986.0517578,21659.642713457
37700,1430035B,1,808,6284,4,0,484834.252929688,3017.49046358915
37701,1780069C,1,692,6386,129,50,1420538.03027344,4911.31970436582
37702,1780003A,1,692,6380,387,162,3445318.98339844,10544.1056102903
37703,5230059C,1,668,7119,0,0,30368.591796875,1043.35720752121
37704,6220022C,1,400,7260,0,0,115905.461914063,3196.87493661466
37705,6220098B,0,400,875,2945,942,18517982.3730469,18122.2458918974
37706,6220028B,0,400,855,2126,726,17189310.5732422,20441.778252244
37707,6220034A,1,400,7263,1306,444,12719920.7734375,16507.5595011706
37708,6220112D,1,400,7281,0,1,116589.100585938,3041.31662590552
37709,5000043F,1,356,7011,7,2,71366344.3964844,42680.0852539529
37710,5000043A,1,356,7010,0,0,142948714.734375,64181.2362348307
37711,5750008A,1,169,7210,0,0,4567.4921875,646.408819270169
37712,6650030A,1,169,7385,70,26,4339528.31542969,10173.240384101
37713,6650010A,1,169,7382,122,53,3117126.41210938,8764.80276142057
37714,5600005B,1,678,7191,0,0,946234.788085938,6626.80875798646
37715,1900001A,1,66,6419,171,99,1356110.86035156,6008.62079060701
37716,5000071A,1,348,7025,1173,430,14779668.4960938,16282.0621246898
37717,5000081A,0,348,712,1782,604,14536888.5361328,16182.65869105
37718,5000040A,1,348,7009,1194,402,13865582.4658203,15885.5101408664
37719,6850041B,1,739,7433,0,0,7009965.04589844,17316.5884554679
37720,3850141A,0,923,550,1752,731,13032744.8027344,20122.3874503172
37721,3850230A,1,923,6851,758,434,3760119.41796875,8376.50278270319
37722,3850024A,0,923,529,1859,922,12197491.6748047,15933.0455419117
37723,3850033A,0,923,531,1250,549,6004953.25097656,11878.5777044451
37724,3850547A,0,923,593,1732,855,15997492.5839844,19461.3552886548
37725,3850345A,0,923,582,1178,627,4864730.98144531,12629.3995348887
37726,3850119A,0,923,544,1116,560,3805421.00097656,8960.64755625472
37727,3850011A,0,923,527,1147,602,5075550.75585938,10916.9555460506
37728,3850020A,0,923,528,2003,903,13574650.3828125,18905.5986803162
37729,3850031A,0,923,530,1637,902,20794737.46875,25843.8317110124
37730,7680013A,0,937,1034,2267,880,16119260.0673828,18002.6624931407
37731,7680003A,0,937,1032,2315,889,15244059.7832031,16204.8421110999
37732,7680024A,1,937,7489,988,323,5315119.69433594,10279.0133899248
37733,7680015A,0,937,1035,2628,861,16549810,16389.9392697416
37734,7680001A,1,937,7486,0,0,2673363.08300781,9364.28605159312
37735,7680010A,0,937,1033,2153,697,10135944.0175781,13135.8603646336
37736,1780006A,1,661,6381,1429,486,18500852.8847656,30420.4343028512
37737,1780001A,0,661,230,2104,667,46087672.2695313,33217.5984879136
37738,1780021A,0,661,233,1499,500,48737593.2919922,38505.1821427157
37739,4450010F,1,648,6919,93,37,4949688.88476563,9724.64006282665
37740,4450013A,0,648,656,2213,803,14326533.4716797,17548.1866817492
37741,4450018A,0,648,658,2157,896,35625174.2578125,31821.9487990396
37742,9002200A,0,298,1549,1175,741,5082125.43164063,9890.8294457968
37743,9002012A,1,298,7690,543,157,1004271.42382813,4021.18704080727
37744,9007015B,1,298,7855,727,201,4014750.20019531,11272.8561720345
37745,9002719D,0,298,1629,1493,900,6258342.91894531,12175.1602465688
37746,9001810A,0,298,1474,2513,962,5330903.015625,10443.2243172875
37747,9001469A,0,298,1399,1531,846,5103262.11328125,10195.2886732806
37748,9000602C,0,298,1246,1433,509,8032314.50488281,17464.2274677889
37749,9001911A,0,298,1488,1071,503,4851670.47167969,10744.3196869658
37750,9003251A,1,298,7764,1152,455,3000170.51660156,7163.61007104351
37751,9000274A,0,298,1161,1629,945,9867970.07910156,15948.2440824752
37752,9000029C,0,298,1093,2510,910,10800945.0966797,14252.7700364654
37753,9001895A,0,298,1484,1776,912,6763383.42285156,11835.4998386277
37754,9005769B,0,298,1729,2705,885,7516917.60058594,11272.2477825949
37755,9001499A,0,298,1412,2330,992,6660739.01464844,13210.3845831357
37756,9000277A,0,298,1162,873,504,4333267.56738281,12176.9480550126
37757,9002445A,0,298,1595,1563,837,10003311.7744141,13973.267492122
37758,9001742A,0,298,1456,2226,928,7221621.74511719,13306.1891289583
37759,9002146A,0,298,1538,1632,713,3643343.48046875,8357.31797501519
37760,9001890B,0,298,1482,3477,1001,24326886.90625,22039.9569874268
