OBJECTID,Precinct,VoteByMail,BallotGroup,SerialNumber,VBMVoters,PollVoters,Shape__Area,Shape__Length
34535,0050002G,1,496,6003,0,0,349358135.837891,93848.3345185928
34536,0050057B,1,496,6027,0,0,116049933.699219,57190.0970705357
34537,2700033B,1,841,6595,0,2,5669969.16601563,13186.40454231
34538,2700033A,1,841,6594,17,8,409130.044921875,4286.11606445485
34539,2700032A,1,841,6593,1,0,105829.004882813,2051.00773343144
34540,1450043A,0,879,193,1346,816,11738793.3691406,15194.2590278363
34541,1450118A,0,879,199,1279,782,8601573.7265625,11910.8785236143
34542,1450045A,1,879,6292,417,274,3750518.58984375,8188.27392690041
34543,1450152A,0,879,202,963,582,5909678.55761719,10382.4711616295
34544,1450003A,0,879,186,1405,696,8271387.37988281,11551.2654819921
34545,1450052A,0,879,195,1621,870,11103727.2929688,13711.9658674539
34546,1450046A,0,879,194,1751,990,13425841.0332031,16654.6537371688
34547,1450157B,0,879,203,1355,780,34753866.1064453,31755.7459382797
34548,1450022B,0,879,188,1614,895,33785026.2626953,39606.0106930223
34549,1450113A,0,879,198,1928,967,12327271.8193359,16480.5762679636
34550,1450091A,0,879,197,1531,828,8903638.25878906,18419.9490454999
34551,1450042A,0,879,192,1865,979,11561082.4345703,15904.7975337186
34552,1450007B,0,879,187,1669,989,9748046.02441406,13815.2975040103
34553,4800030A,1,700,6984,0,0,20210.0068359375,560.744474366509
34554,0050043A,1,501,6024,0,0,250550.530273438,2622.14840977208
34555,2930005A,1,633,6615,0,0,36154.49609375,756.439866612935
34556,6230052M,1,697,7324,5,3,14411165.71875,23524.1083638989
34557,3150064D,1,536,6692,75,16,971975.123046875,5052.68939036537
34558,3150001L,1,536,6682,0,0,298376.090820313,2591.49495634526
34559,6000014A,1,46,7235,0,0,21187215.8183594,26702.8222371359
34560,5700001A,1,258,7200,1146,399,83370889.3369141,48162.1303789073
34561,2930062A,1,644,6628,3,0,66548578.4736328,40265.9947464385
34562,2930062H,1,644,6631,5,0,835037.379882813,4954.58798700362
34563,1770001B,1,308,6341,143,62,2033392.41113281,6317.59233145653
34564,5000032A,0,308,700,2062,772,18075208.8583984,31612.0500439323
34565,5000066A,1,308,7023,1126,379,10578009.3291016,18470.7616046553
34566,1770072A,1,308,6377,798,347,10334731.7480469,22081.2536209598
34567,2630205B,1,686,6584,0,0,392346.452148438,6064.55821092129
34568,7800176F,0,686,1075,1262,641,6831652.95117188,10403.1492482551
34569,7800002C,0,686,1061,1426,677,9783255.13964844,13176.920539034
34570,7800024A,1,686,7539,1015,489,6987248.29980469,10678.6408620403
34571,7800053A,1,686,7542,814,413,5913261.98046875,10579.8073884164
34572,7800007A,0,686,1062,1035,501,9379539.69433594,13049.2888639953
34573,1900010B,1,38,6424,0,0,83638529.8623047,42818.6651245987
34574,4150050A,1,242,6895,1500,428,30285007.3271484,40891.3876592875
34575,4150042A,0,242,640,4211,897,9895036.47265625,35277.6418492379
34576,1940007A,1,765,6440,442,206,3535627.53222656,10154.6465534559
34577,4400005A,1,765,6896,1,0,2891478.28125,9526.41461467091
34578,6530002F,1,139,7359,0,0,93889.9990234375,1547.86889343325
34579,2100011C,1,129,6475,7,3,555156.434570313,3344.15033296806
34580,2100115C,1,129,6497,6,6,34165.97265625,749.031374459596
34581,5530046B,1,253,7185,0,0,4324179.140625,9017.2677716416
34582,5530086A,0,253,804,2887,980,26807035.2695313,28870.2159781402
34583,5530084A,1,253,7186,673,251,4130551.32128906,10110.4718494919
34584,1850124A,1,705,6417,0,0,491178.627929688,5964.7846129022
34585,3850047A,0,831,534,1469,651,3515383.13085938,7955.29079942087
34586,3850203A,0,831,565,2644,780,7518395.20898438,12371.3746062752
34587,3850122A,0,831,546,4021,906,35704216.8056641,26563.3839812759
34588,3850296A,1,831,6856,939,462,5479977.66699219,9702.57488598478
34589,3850178A,0,831,559,1871,631,3396346.75292969,7485.91938215175
34590,3850158A,0,831,554,2269,887,7823602.93945313,12030.146922083
34591,3850702A,0,831,610,1773,952,7687459.21679688,11930.7566669172
34592,3850227A,0,831,569,2273,721,6098915.85839844,11908.5517748562
34593,3850593A,0,831,600,2275,855,5294699.07226563,10772.4717137531
34594,3850202A,0,831,564,2968,915,7399635.02246094,12341.9774430749
34595,3850144A,0,831,551,1439,697,4373300.05078125,9298.98854126747
34596,3850237A,0,831,570,1984,753,6126699.48828125,11908.6126579831
34597,3850166A,0,831,557,1774,936,7253460.63085938,10815.2687335651
34598,3850379A,0,831,588,1889,921,4816654.02148438,9970.72667011873
34599,3850286A,0,831,578,2507,976,7555533.9140625,12674.6069648686
34600,3850156A,0,831,553,1948,961,5541701.14453125,11614.9751314931
34601,6220063A,0,411,864,1884,638,14476226.0576172,22157.4828184029
34602,6220199G,1,411,7307,0,0,190888.096679688,3089.85326686648
34603,6220075A,0,411,868,1785,720,20283245.0664063,19477.0583495704
34604,7900002B,1,187,7561,0,0,862109915.276367,128604.644794678
34605,6530046A,1,142,7364,448,185,5943429.78710938,20767.6112218718
34606,5600010A,1,142,7192,0,0,7419.0107421875,834.413754579764
34607,5500003A,1,103,7163,16,4,306182.529296875,3273.2149418517
34608,1100028A,0,103,176,1782,751,11748692.7021484,26627.5777046202
34609,1100026B,0,103,175,1129,534,8590845.24804688,16346.6992627481
34610,5500119A,1,103,7180,1,1,44223.5517578125,818.387942986081
34611,5500117A,1,103,7178,154,55,1356938.27148438,7152.03058252138
34612,5500026A,1,103,7167,29,8,453372.100585938,3821.19675601734
34613,1500031B,0,103,209,1142,526,10838111.3007813,15912.5941234393
34614,5500106A,1,103,7173,148,67,1158666.52929688,4928.18913560248
34615,1500037E,1,103,6302,70,39,1058133.91894531,6905.26984420086
34616,1500027A,1,103,6301,1118,467,13101792.1689453,26265.756734507
34617,5500118A,1,103,7179,106,39,1080389.35449219,7626.1123192424
34618,1500004A,0,103,205,2232,865,22610364.9248047,27549.5700209795
34619,1500074A,0,103,212,1552,667,14900080.8505859,29449.5046588762
34620,1100085A,1,103,6247,55,28,468662.923828125,3382.43313461182
34621,5500047A,1,103,7170,222,93,1478574.44335938,6099.95369631052
34622,1500094A,1,103,6311,0,1,27895.00390625,684.753202694335
34623,1100074A,1,103,6244,0,0,229424.853515625,5862.66655136992
34624,1500087D,0,103,214,1358,566,12174349.9833984,20736.1737878811
34625,1250083A,1,103,6263,155,62,1094490.66601563,6505.68085992792
34626,1500038A,0,103,210,1947,905,11256404.3818359,24446.9689632151
34627,1100079A,1,103,6246,5,0,339246.497070313,2991.92108754908
34628,1250072A,1,103,6258,0,0,7034135.79101563,10614.366821701
34629,5500099B,1,103,7171,917,422,6813963.62011719,15370.6696448047
34630,1500057A,0,103,211,2166,848,20261588.7695313,26552.8551335723
34631,5500012A,0,103,795,1350,627,8887418.90917969,15151.6905238144
34632,5500010A,1,103,7166,870,441,6020137.83007813,13323.8721003214
34633,1100086A,1,103,6248,1071,480,5993343.83300781,19000.2814559446
34634,1500085A,1,103,6309,20,13,198178.000976563,1843.60769578383
34635,5500100A,0,103,796,1460,647,8963117.33300781,12830.1220335515
34636,1500073A,1,103,6303,548,233,9482729.55761719,20846.6151320418
34637,1500014A,0,103,207,1732,727,14044421.1777344,18644.9570849567
34638,1500086A,0,103,213,2228,892,16688627.4423828,24273.1877288607
34639,1500022A,0,103,208,2481,941,17842929.0048828,23710.9099723311
34640,5500105A,1,103,7172,352,124,3253430.20410156,12417.3096329811
34641,1100076A,1,103,6245,393,192,1993024.57519531,6269.97229553425
34642,5500027A,1,103,7168,1,3,163971.439453125,1884.41226252902
34643,1500005A,0,103,206,1392,658,11288863.9863281,19085.3802397403
34644,2950099A,1,857,6663,385,160,3082046.83886719,7608.35779036245
34645,4700001B,1,438,6953,88,18,26497351.0126953,26575.4401128317
34646,4800064A,1,708,6988,1,0,213234.900390625,2668.42104067511
34647,4800059A,0,708,691,1525,561,10511854.1123047,13240.0752496139
34648,7150056B,0,265,983,2509,852,24698975.6621094,26212.4964063773
34649,7150029A,1,265,7449,1047,307,10074238.7636719,16060.4582323871
34650,7150027B,0,265,975,1919,797,13523720.3056641,15213.9953613825
34651,7150060A,0,265,984,2179,740,18595865.8330078,22060.3271376537
34652,7150054A,0,265,982,2513,886,11473911.7861328,16188.056312298
34653,7150091A,0,265,990,2876,787,14003340.8212891,15832.1206373916
34654,7150002A,0,265,971,2808,952,17376715.1279297,16983.760299196
34655,2080010A,1,265,6470,1,0,3930775.55175781,8303.64858522805
34656,7150013A,0,265,972,2380,807,16703264.8505859,19960.7490155357
34657,7150041A,0,265,977,3159,960,54798123.9970703,32002.8999503811
34658,7150016A,0,265,973,2210,810,16288860.8115234,17761.7775235868
34659,7150137B,1,265,7457,771,296,4598214.16503906,13009.101928745
34660,7150048A,0,265,981,2920,987,61608700.9013672,33824.0385646223
34661,7150022A,0,265,974,2598,919,16745863.3916016,18711.8117874152
34662,6300459C,1,328,7351,9,5,24083326.7265625,41210.1422668604
34663,2350026C,1,512,6522,113,26,7589258.78417969,11070.7453826123
34664,2350026H,1,512,6523,0,0,126198.514648438,1620.92515322161
34665,7700022A,1,102,7499,296,160,2239429.45703125,6522.63507052404
34666,7700033B,1,102,7502,499,163,12935726.7919922,19089.4373683417
34667,7700037B,1,102,7503,681,271,4362799.27050781,8376.07198385751
34668,7700144A,0,102,1049,2090,866,15856952.9169922,18001.1334190963
34669,7700050A,1,102,7506,488,213,3210272.99804688,8301.88758279678
34670,7700049A,1,102,7505,111,42,2770912.32617188,8181.68171692603
34671,7700028A,0,102,1042,1490,662,14161790.1640625,15926.102420678
34672,7700149B,1,102,7519,1096,424,8336713.81152344,17861.9933694552
34673,7700003E,0,102,1037,2407,939,17522379.8203125,21488.7467896298
34674,7700143A,0,102,1048,2045,774,18014497.5966797,19306.5274985237
34675,7700001A,1,102,7494,746,320,6355184.59667969,13208.5637216611
34676,7700053A,0,102,1046,1816,859,16484417.4570313,20985.9186689251
34677,4450030C,1,653,6923,0,0,2346525.47265625,16530.463643191
34678,4400005B,1,766,6897,0,0,2211772.27246094,7668.19134058296
34679,5150031A,1,526,7063,18,9,827628.845703125,4186.31130152605
34680,5150048B,0,526,741,1493,681,7803017.17675781,12582.3694223007
34681,5150042A,0,526,740,2086,960,12662872.6171875,14662.3309760056
34682,5150007B,1,526,7057,625,349,4248584.47363281,10032.0518333451
34683,5150053A,1,526,7067,1072,489,5277599.99511719,10467.9032313822
34684,5150012A,0,526,736,1421,710,10504912.7177734,19822.1757762206
34685,5150101A,0,526,746,2146,974,9633681.86035156,13526.0695251388
34686,5150021A,1,526,7060,1116,495,7344385.96386719,11275.7540064013
34687,5150105B,1,526,7078,0,0,94963.4794921875,2004.4946250795
34688,2100121A,0,131,296,1626,832,11426289.0107422,15087.7263163458
34689,2100126A,0,131,298,1519,697,12854330.3525391,17492.002551711
34690,1100077A,0,72,178,1716,894,10818653.0146484,13980.105045969
34691,1100005A,1,72,6243,592,261,3091642.22851563,11792.3261538887
34692,1100072A,0,72,177,1378,661,9057195.20996094,13427.1128210321
34693,1500090C,1,72,6310,218,78,5202152.10742188,11821.1564622806
34694,1100004A,1,72,6242,556,280,3451581.1171875,14391.8090296224
34695,1100001A,1,72,6241,436,261,3855860.08984375,10427.3511269286
34696,1770019C,1,365,6369,281,116,26526348.3203125,21126.4087252688
34697,1770019B,1,365,6368,5,0,20091538.2626953,31736.0139139024
34698,9003342A,1,451,7784,1055,217,2479521.8046875,9947.12982666939
34699,6220227A,1,404,7314,882,157,23148466.0673828,22947.3791332909
34700,6220066A,0,404,865,3165,986,26345394.9912109,29669.1456455424
34701,5200023A,1,444,7105,0,0,7763.4833984375,515.134824922038
34702,5250043A,0,159,780,1610,793,12781472.4052734,15936.993448443
34703,5250047A,0,159,781,2011,871,14264375.9599609,21930.0303239947
34704,5250034A,0,159,777,1481,615,14124291.5380859,15948.10584083
34705,5250053B,0,159,783,1242,556,9711578.15039063,15754.1173505219
34706,5250001A,1,159,7123,840,354,5316725.64746094,11360.1104296513
34707,5250075A,1,159,7141,261,129,7742466.66015625,21740.0732650219
34708,5250030A,0,159,776,1817,763,14026397.6230469,16539.0377893849
34709,5250040A,0,159,778,2300,963,17675931.0878906,16532.8699613975
34710,5250059C,1,159,7136,35,18,903002.420898438,5966.19300504198
34711,6000019B,1,32,7240,2,0,225839.139648438,1921.0531717071
34712,6000005B,1,32,7232,55,21,1007229.18261719,4327.21074503846
34713,6000018B,1,32,7239,454,201,6958862.79785156,14456.1424758114
34714,2350025A,1,32,6520,44,12,818024.455078125,3992.43096839331
34715,6000040A,0,32,837,1418,574,10447161.21875,13198.330608674
34716,6000025A,0,32,835,1762,704,20635022.3798828,18285.139107099
34717,9001709C,0,487,1449,1518,846,6265941.65527344,10454.7251673066
34718,9000834A,0,487,1297,1553,869,6292429.39648438,10695.1113612715
34719,9001548B,0,487,1420,1306,745,5546381.0390625,11294.5234475619
34720,9001055A,0,487,1334,1277,657,5500032.62109375,11642.4666017006
34721,9001998A,0,487,1498,1816,977,7588675.04492188,12164.3398844933
34722,9000958C,1,487,7617,185,108,1242335.45996094,4519.17472358332
34723,9001997B,1,487,7687,279,160,2659041.65332031,7639.14619420429
34724,9000748A,0,487,1274,1608,893,6894660.88964844,11958.0405847757
34725,9001940A,0,487,1493,1553,847,8693831.64257813,12376.9470460064
34726,9002929A,0,487,1645,1209,819,11012306.4775391,16110.0013849727
34727,2000081A,0,287,278,1616,822,8053248.84472656,13535.7652083849
34728,2000034A,0,287,275,1482,742,6545788.16015625,12693.3511840643
34729,2000045A,0,287,276,1625,902,8591502.90234375,13786.0268934366
34730,2000062E,1,287,6452,19,9,421262.569335938,3497.49426905509
34731,2000082A,0,287,279,1688,877,7378439.06542969,11759.2674352939
34732,2000053A,0,287,277,1680,792,6072334.24707031,11212.2312878721
34733,9005110A,0,13,1702,2348,904,12177827.125,15827.4138988478
34734,9000490A,0,13,1218,1970,746,11029005.7373047,15567.8595092679
34735,9002013A,0,13,1502,1729,705,8907614.86523438,14121.0445249011
34736,9005108A,0,13,1701,2394,918,22516666.3984375,24410.7038845849
34737,0520002A,0,635,47,1639,784,17020302.4248047,22473.1807425344
34738,2930067M,1,635,6635,0,0,606382.446289063,5591.05162872034
34739,2930006C,1,635,6617,2,1,240426.537109375,2187.70768561357
34740,2930006D,1,635,6618,0,0,20850574.3691406,30220.0005240788
34741,0520005B,1,635,6108,801,433,12361805.2509766,21672.9462936468
34742,2930007B,1,635,6620,0,0,225037.515625,2029.91756176659
34743,6600010A,0,601,940,2518,682,11693314.8486328,16895.6047257333
34744,2100115E,1,128,6498,391,162,2110280.48925781,7602.51828405329
34745,2700051F,1,850,6602,0,0,797449.399414063,7306.662188034
34746,2700051B,1,850,6601,36,9,1496144.33691406,7905.61334398466
34747,1600037A,1,456,6321,0,0,3690.51171875,310.677660211934
34748,6850035A,1,542,7429,1,0,43340835.765625,42601.0317646827
34749,9002859A,1,869,7741,42,21,713485.970703125,3736.01270083617
34750,9001320B,1,869,7639,104,44,394402.05859375,2593.72735366786
34751,9006035A,1,869,7842,17,21,6817087.79199219,10415.2774823027
34752,2500030A,1,266,6531,1472,464,12425316.6259766,21944.0120825161
34753,2500013A,0,266,321,2308,840,11163845.4375,13814.6830367974
34754,2500003A,0,266,316,1671,744,10440116.4277344,13192.6327817322
34755,2500012A,0,266,320,1777,634,10977616.2216797,15639.5593553878
34756,2500020A,0,266,323,1730,650,5393840.34765625,10997.4592458195
34757,2500028B,0,266,325,2186,751,12497277.9599609,16188.1016041092
34758,2500043A,0,266,327,2654,882,19205283.7949219,20972.3115396743
34759,2500010A,0,266,319,2599,978,14040830.5097656,15299.1861389306
34760,2500018A,0,266,322,2507,853,11267793.9140625,15903.3322330818
34761,3500014A,1,499,6760,0,0,29481.0283203125,1217.4487407605
34762,9000288A,0,488,1164,872,550,5347931.44921875,11701.6164023226
34763,9005205A,0,488,1709,1178,625,5853540.18164063,9731.45068251045
34764,9007166A,0,488,1789,1022,557,5065469.59863281,10320.3221404277
34765,9000283A,0,488,1163,1358,620,7051730.66894531,13347.3707690308
34766,9002502A,1,488,7713,371,188,1820080.95996094,6218.24933817397
34767,9002177A,0,488,1545,1586,768,6917994.31542969,11122.9367747875
34768,9002508A,0,488,1607,1460,856,5158934.63574219,11415.5832450141
34769,9002504A,0,488,1606,1595,875,11046516.7929688,18664.5775559351
34770,9002503A,0,488,1605,988,661,5380161.78710938,11962.8750997857
34771,9002163A,0,488,1542,1304,707,5025759.88574219,11134.4382551838
34772,9002499B,0,488,1604,1273,724,8243382.89453125,14562.5108481205
34773,9002207B,1,488,7699,431,226,2193781.5546875,7945.83539036114
34774,5150057A,0,524,742,1952,700,8228117.04589844,11775.7991897766
34775,5150213A,0,524,756,2241,972,8703468.41699219,12532.6448177396
34776,5150011C,1,524,7058,0,0,148091.99609375,1555.06026928522
34777,5150123A,0,524,749,1921,730,13538270.8818359,22045.5028146294
34778,5150028A,0,524,739,2299,844,24304724.4824219,28555.5032658326
34779,5150071A,1,524,7072,1346,480,9669005.41113281,13310.8109499018
34780,5150087A,1,524,7077,372,159,1375077.98339844,4749.71447782604
34781,5150047A,1,524,7064,1121,364,29995070.5576172,51802.2444412012
34782,5150063D,1,524,7071,0,0,116438.078125,1640.42305121922
34783,5150080B,1,524,7074,174,66,2185982.57324219,7872.09806425177
34784,5150023A,1,524,7061,825,366,5610505.48730469,10705.0014357539
34785,5150196A,0,524,753,2445,611,16067043.2929688,18683.9367842363
34786,5150199A,0,524,754,2028,808,9901782.64550781,15186.6329638474
34787,5150147A,0,524,750,1883,637,18511181.9384766,18499.5791168307
34788,5150015A,1,524,7059,576,202,10261433.8779297,15378.842390666
34789,5150075A,0,524,744,1965,685,25460593.9072266,30668.5279361474
34790,5150216A,1,524,7093,550,166,3088003.69824219,8596.79964196248
34791,5150025A,0,524,738,2619,955,18534269.2285156,21355.3056495176
34792,1770009E,1,336,6353,0,0,1315548.58886719,16679.8638612173
34793,0050008K,1,336,6008,0,0,69590.4609375,1601.65480604979
34794,5150143A,1,529,7088,0,0,2945.4970703125,303.411719531486
34795,5150117A,0,529,748,3200,768,12242914.5068359,14072.923830095
34796,5150187A,0,529,752,2923,678,31179704.5800781,26422.5941965243
34797,5150148A,1,529,7091,32,4,809584.065429688,4916.78540135296
34798,5150001A,1,529,7050,1854,478,4345543.57519531,9076.39250541949
34799,5150131A,1,529,7085,0,0,1295.4951171875,163.882834092725
34800,5150129A,1,529,7084,0,0,4155.5078125,315.227726865555
34801,5150102A,0,529,747,3060,862,26143201.5322266,24189.2779407484
34802,5150144A,1,529,7089,0,0,3803.9833984375,309.896968471374
34803,5150132A,1,529,7086,0,0,1581.009765625,191.885092567221
34804,5150092A,0,529,745,2419,725,30618818.3056641,27942.8208580518
34805,5150145A,1,529,7090,0,0,2538.01953125,248.17713647534
34806,5150128A,1,529,7083,0,0,4817.4912109375,360.5325995138
34807,5150127A,1,529,7082,0,0,3810.525390625,438.654572916535
34808,5150024B,1,529,7062,0,0,173046.9296875,2085.96231838337
34809,2600005A,1,757,6550,0,0,372936.533203125,4228.07534513187
34810,2600037A,1,757,6560,1,0,10939894.3212891,16802.28987867
34811,2600005C,1,757,6551,9,3,761262.951171875,7866.08237021248
34812,2600037B,1,757,6561,0,0,315113.129882813,2286.55188178089
34813,6000016B,1,40,7237,204,64,945601.485351563,4350.15545317147
34814,5500112A,1,40,7176,187,68,4163567.47363281,11189.7357315476
34815,6000053A,1,40,7243,926,359,13770040.5166016,30543.8960418633
34816,1250085A,1,40,6264,0,0,111172038.308594,53031.4772655652
34817,2350031B,1,40,6528,32,10,1781271814.11523,302347.466122907
34818,7360006B,1,439,7463,0,0,1370916.1640625,5767.62328153287
34819,3000004F,1,50,6676,0,1,28273415.3515625,33502.356064998
34820,3000009A,1,50,6679,8,1,9703732.4375,14817.6584541003
34821,3000001M,1,50,6671,0,0,32614964.8574219,28176.8956538354
34822,1770063M,1,362,6372,0,0,142497042.766602,50782.2708151815
34823,5200044A,1,362,7107,207,109,105310811.712891,70804.1207910469
34824,3700049A,0,362,521,1699,643,543484144.358398,133566.060208635
34825,3700042F,1,362,6802,0,0,28076074.7773438,21190.7267113501
34826,5202133A,1,362,7112,85,28,107558434.6875,135763.663634349
34827,3700046A,0,362,520,2066,887,510850244.5625,117624.290588669
34828,3700042A,1,362,6801,1064,486,155467280.976563,84680.5844810587
34829,6300002F,1,340,7330,51,15,267958124.723633,110638.518366779
34830,0940004A,1,45,6171,0,0,128711.075195313,1533.09514850679
34831,3000004C,1,70,6674,0,0,795172.020507813,3798.23756035481
34832,5250021C,1,156,7126,0,0,4264174.79394531,8444.91557941013
34833,5250022B,1,156,7128,631,311,5933453.51953125,19976.8079052367
34834,5250021F,1,156,7127,0,0,1966541.00488281,11507.0757128896
34835,3300012A,1,717,6703,0,0,279529.99609375,2461.3063527596
34836,5250039A,1,154,7131,112,47,2463294.14453125,8312.78060184181
34837,3400052A,0,37,463,2199,909,23810047.3671875,33774.6696711482
34838,2350024E,1,37,6518,23,14,404917.357421875,2663.52717883788
34839,3400005A,1,37,6718,855,446,7011289.52539063,13607.9337801066
34840,3400050A,0,37,462,2231,853,42522889.9794922,33022.6274216203
34841,2350024G,1,37,6519,2,0,138564.576171875,1483.69520925489
34842,3400004A,0,37,459,1835,691,16949405.65625,19547.8790668479
34843,3400003A,0,37,458,2386,964,51281421.546875,46237.1830456993
34844,3400011B,0,37,460,2923,975,28838493.9472656,25870.7394632666
34845,3750009B,1,551,6810,0,0,239440993.169922,102527.40704312
34846,3750009C,1,551,6811,0,0,109711348.859375,52137.4367903682
34847,2600064C,1,560,6566,591,225,6949575.74414063,11687.2995058553
34848,2600018A,1,560,6555,885,298,33464426.7460938,30456.5611603205
34849,1040003A,0,434,162,1675,614,19228112.1025391,21800.709662576
34850,1040035A,1,434,6224,506,210,73474626.9892578,55751.2001931021
34851,1040001A,0,434,160,1567,575,622418314.275391,238646.294626218
34852,1040042A,0,434,164,1498,692,42077745.1865234,34217.4192912903
34853,1040004A,0,434,163,2637,984,46297759.3535156,31757.7678152111
34854,1040030A,1,434,6223,1228,450,233613914.6875,93734.0980743329
34855,6100034A,1,598,7248,855,348,7410466.19824219,18468.5113960485
34856,9004397A,1,748,7823,0,0,87082.5380859375,1564.05723149489
34857,9003265A,1,491,7767,2,2,36851.5400390625,881.073587211911
34858,1780081A,1,657,6392,1256,472,11167216.8876953,13338.176024756
34859,1780094A,1,657,6394,460,167,40466454.5546875,29575.4998203056
34860,1780002A,0,657,231,1658,651,21711908.8007813,21726.9236750478
34861,1780063A,0,657,234,1912,769,19064021.7871094,20535.9381274548
34862,6850002B,1,16,7417,408,183,729522035.158203,170393.476825893
34863,6820015E,1,429,7413,0,0,22117346.0341797,27309.473248066
34864,2700091A,1,852,6603,121,50,1816771.81933594,7213.23128623661
34865,2700033H,1,852,6597,47,14,271430.536132813,5802.19768247736
34866,2700025B,1,852,6592,20,7,155933.603515625,2312.19399217587
34867,2700039A,0,852,392,2703,786,20718718.4228516,21504.9749434855
34868,2700023C,1,852,6591,38,9,465393.658203125,6001.66367112514
34869,1430005B,1,805,6282,0,0,77738.458984375,1837.98363189957
34870,1430037C,1,805,6286,0,0,267087.581054688,5029.13085668209
34871,2950025B,1,854,6647,754,328,4811290.24804688,9915.65995102771
34872,2950025A,1,854,6646,164,84,775486.522460938,3581.05467131486
34873,2350023A,1,511,6516,0,0,2363402.46777344,6346.11794438103
34874,2350007A,1,511,6510,0,0,3413812.40625,8268.77323923978
34875,3430003F,1,479,6731,0,0,159924.032226563,6285.73421344576
34876,1770063F,1,364,6371,0,0,86990524.5625,48294.9411072754
34877,7800027A,1,695,7540,1143,417,6126066.45507813,16171.4372055071
34878,7800035C,0,695,1066,1391,545,6515183.51953125,13933.560284707
34879,7800022B,1,695,7538,877,361,25180181.0546875,27229.989682392
34880,1450164B,0,876,204,1231,689,6668085.67089844,10706.4037786755
34881,1450018A,1,876,6288,514,272,3865105.16601563,10460.1548933889
34882,6220202A,1,408,7308,188,37,37920729.1621094,48691.0215257322
34883,6220127J,1,408,7288,0,0,763165.540039063,3971.54077791692
34884,2600028A,0,762,369,1447,636,11152933.5859375,14163.457331746
34885,2600010A,0,762,367,2230,960,21802856.0908203,24204.381880958
34886,2600023B,1,762,6557,386,165,14723364.4775391,16483.5568863535
34887,4060004A,1,214,6888,420,85,219679000.703125,81625.6051577014
34888,4060001A,1,214,6884,273,101,124752054.055664,61049.244103382
34889,9003176B,1,280,7756,0,0,669190.9296875,3763.07142651715
34890,9000874A,0,280,1302,2649,934,11738224.71875,16001.8189418312
34891,9000795A,0,280,1284,1403,636,4545256.92480469,8716.54006146558
34892,9001824A,0,280,1475,2931,894,23243204.8369141,25342.5061383567
34893,9000694A,0,280,1265,1737,514,6462170.28027344,17646.9290964676
34894,9004239A,0,280,1697,2921,965,10310273.4912109,21417.4325280799
34895,9000699B,0,280,1267,2477,824,10401565.3623047,17854.7982492285
34896,9003159A,1,280,7753,2,1,3129568.60449219,10539.2595601288
34897,9003574A,1,280,7801,27,22,208038.627929688,1954.80523470078
34898,5900001A,1,105,7228,166,32,825533.0625,4083.80473935367
34899,0850005A,0,286,96,1264,689,7417375.20410156,15578.1289259943
34900,0850052A,0,286,102,769,513,7795845.48535156,13436.6384855848
34901,2000028B,1,286,6451,882,471,2989511.34960938,9160.47185854188
34902,2000003A,0,286,268,1487,860,13362248.7822266,18346.1610834464
34903,2000010A,1,286,6450,153,105,1853045.29296875,8061.40275275627
34904,0850015A,0,286,99,1663,925,7959612.2265625,15746.7270486701
34905,2000002A,0,286,267,1548,860,11602641.5947266,18087.5435955934
34906,2000011A,0,286,269,1685,968,9198630.84667969,15037.6281213164
34907,0850013A,0,286,98,763,500,3073861.38085938,7298.25808153601
34908,0850061A,0,286,104,1578,799,12729893.8720703,15785.1890661651
34909,0850001A,1,286,6160,696,396,10897738.4697266,17761.9677725533
34910,2000018C,0,286,270,1864,990,12347822.3076172,16408.9971134619
34911,2000024A,0,286,272,1433,904,7158515.73046875,16955.0506835589
34912,0850017A,0,286,100,1538,881,6576877.73242188,11485.5669407453
34913,2000030A,0,286,273,1291,567,7679956.41796875,13718.4903065294
34914,0850058A,0,286,103,1482,856,8518026.2890625,14868.8872151292
34915,0850037C,0,286,101,1627,899,7363660.94824219,12010.2675469025
34916,2000085A,0,286,280,1327,673,5386162.6953125,11344.9653845867
34917,0850011A,0,286,97,1344,786,9908951.07226563,15760.424609616
34918,2000033A,0,286,274,1522,949,9569122.68066406,15722.6723842352
34919,2000022A,0,286,271,1520,937,6962181.31054688,11966.9830110336
34920,4500035A,1,595,6941,443,175,4079613.98144531,8882.4239993196
34921,4500035C,1,595,6942,255,97,1308641.12207031,5251.45200493536
34922,1040052B,1,339,6226,4,0,304976584.167969,277102.96626346
34923,1040022A,1,339,6218,0,0,1987872.07226563,13342.3572385196
34924,6300032A,1,440,7348,25,7,49263122.3222656,42154.3606038699
34925,4450043A,0,654,662,1855,879,29800793.8330078,27181.5522582033
34926,4450036A,0,654,661,1903,917,11040286.9208984,14675.9544227813
34927,9006350A,0,943,1760,1588,504,9040943.84667969,14355.1046704189
34928,9003457A,1,943,7793,0,0,92351.4560546875,1303.08263168575
34929,9006398A,0,943,1766,2218,733,20604177.6875,20481.9206675773
34930,9006359B,1,943,7848,0,0,60178.541015625,1019.16596108255
34931,9001503E,1,943,7658,0,0,176798.038085938,1651.8384507884
34932,9006380A,1,943,7850,503,168,322714.084960938,3917.39761264532
34933,2630062A,1,676,6582,1069,495,8767888.36914063,15735.7721106367
34934,3900069A,0,676,613,1787,919,12165597.2832031,19726.526117927
34935,3900063A,0,676,611,1447,770,10819747.0859375,17668.6979554829
